Comment 
	Author 
	Die Ausbilder sprachen angeblich über den Einsatz von Internet-Technologien zur Beeinflussung der öffentlichen Meinung und das Wachstum des Protestpotentials und zeigten auch, wie soziale Netzwerke zur Verwaltung von Straßenaktionen an Beispielen von Ereignissen in Ägypten, Tunesien und Libyen verwendet werden können. Den Aktivisten zufolge, auf die Tsarev verwies, war der Zweck der Klassen "die Organisation von Machtaktionen auf dem Territorium der Ukraine". Ungefähr 300 Personen, die derzeit in verschiedenen Teilen des Landes arbeiten, haben eine ähnliche Ausbildung bei der Botschaft erhalten. "Ich appelliere an Strafverfolgungsbehörden mit der Bitte, herauszufinden, ob Vertreter der US-Botschaft nicht die UN-Erklärung zur Unzulässigkeit von Eingriffen in die inneren Angelegenheiten des Staates verletzen", betonte der Abgeordnete. Die Antwort der US-diplomatischen Mission auf diese Ansprüche ist noch nicht bekannt. Oleg Tsarev ist ein Befürworter des Beitritts der Ukraine zur Zollunion, die seiner Meinung nach in Kiew "viele Vorteile" verspricht, darunter erhebliche Kredite. Gleichzeitig hält der Abgeordnete die von den ukrainischen Behörden geplante Vereinbarung über die Assoziation mit der Europäischen Union für verfassungswidrig (die ukrainische Führung beabsichtigt, diese Vereinbarung auf einem Gipfeltreffen in Vilnius Ende November abzuschließen).
	Stetschkin
	Was wollen Sie jetzt damit sagen? Das die Aussage von Oleg Tsarev manipuliert, falsch oder nie von ihm so oder überhaupt ausgesprochen wurde? Wenn Sie Infos dazu haben, gerne her damit.
	Stetschkin
	Ah, ja das ist kein Problem. Hier ist der Herr tsarew wo er im Parlament genau das anspricht was im Artikel erwähnt wurde. Er wurde also richtig zitiert.
https://youtu.be/zqNhSlncYjI
Gern geschehen.
By the way der Artikel ist aus Nov. 2013. Der faz Artikel der meint das lenta nun längst durch genehme Leute ersetzt wurde ist aber aus 13.03.2014. Also erschien der Artikel als die Zeitung wohl noch "unabhängig" war. 
2. Warum soll ich das jetzt machen? Bin ich ein Journalist? Der italienische Journalist jedenfalls hat 3 Personen ausfindig gemacht und eine Story geliefert.Gut jetzt hätten unsere Ah so seriösen Journalisten, wenn die Story ein Fake wäre, diesen ja mit Leichtigkeit auseinander nehmen können.Diese 3 "Zeugen" sofern das wirklich welche sind, hätte man finden und interviewen können.Soweit ist das nicht passiert.
Der Versuch von Stopfake jedoch ist kläglich gescheitert, wie so oft wenn sie versuchen Fakenews mit fakes zu bekämpfen.
	Stetschkin
	Das er etwas über einer Landung in lemberg erzählte, dazu konnteich keine Infos finden, auch im Wiki Eintrag steht's drin aber keinen Quellen Angabe, von daher...
"hätten sie denn zumindest einen halbwegs seriösen beleg für diese angebliche "revolutionärsausbildung" oder, noch besser, für die von tsaryov behauptete "us-landeaktion" in der westukraine?"
Haben Sie schon mal die Reportage von ORF gesehen?
https://youtu.be/eDoxDqKeYi4
"diesen herren wollen sie hier wirklich als unabhängige und seriöse quelle anführen?"
Nun was er damals gesagt hat, ist Monate später auch so eingetreten. Also... Ja.


	Stetschkin
	Und wer hat das so detailliert getan wenn ich fragen darf?"Zusammenfassend haben Sie nichts außer dem Filmchen selbst, während stopfake das Filmchen und die absurde Story dahinter komplett zerlegt hat."
Das einzige was Stopfake zerlegt hat, ist seinen letzten Funken Seriosität.
Noch einmal, es wurden Aussagen der angeblich beteiligten geliefert, mehr nicht. Das hat SF dann als Beweis verkauft. Eine Aussage des Beschuldigten ist legitim damit er seine Sicht erbringen kann, aber letztlich kein Beweis. Stopfake hat keine geliefert, sondern viele Behauptungen als Beweise versucht zu verkaufen. Ich bin in meinen Wall of Text auf die einzelnen Stellen eingegangen.
	Stetschkin
	"Wenn Mamulashvilis auf ein im TV übertragenes Kampfsport-Event verweist, dann sollte das Widerlegung genug sein."Eben, Stopfake könnte es einfach widerlegen indem es dieses Material zeigt, tut es aber nicht. Wieso nicht?"Zunächst stand im Beitrag „...und die angebliche Maschinenpistole war in Wirklichkeit ein Jagdgewehr."Der Part mit der MP ist irrelevant. Das diese Waffe als Tatwaffe auszuschließen sei, könnte man einfach belegen, indem man angibt welches Kaliber dieses gezeigte Gewehr verwendet, und welche Kaliber während des maidans zum Einsatz kamm."Und soweit bekannt gab es keine Opfer von Jagdgewehr-Schüssen."Wo steht das?"Nein, StopFake listet schon jede Menge Ungereimtheiten der ital. Reportage auf, hinsichtlich aller 3 Beteiligten."Das einzige was mir auffiel was Stopfake tatsächlich geliefert hat, ist der Ausweis. Ich ließ das so stehen da ich nicht überprüfen kann ob das Ding seriös ist. Stopfake hat jedenfalls dir Fehler des teils aufgelistet.Soweit war's das aber auch. Sonst wie gesagt, versucht Stopfake vieles aus dem Beitrag zu entkräften, mit Aussagen der Beschuldigten. Das wie ich sagte ist mao.
	Stetschkin
	Stopfake meint sie hätten mit den Presseorgan des UA Gesundheitsministeriums und die sagten es gäbe keine Epidemie, Anzahl der Erkrankten liegt im einstelligen Bereich, also moderat.
Anatolja ging weiter und siehe da: man siehe sich verschiedene ukrainischen Medien an, die einen sagen es gäbe bereits 17 Erkrankten, ein anderes sagt 39, dann sprach ein anderes von einer Diagnose von 47, dann weiter von 1+1 von 62, und am Ende eine Pressekonferenz der Vertreterin des Gesundheitsministeriums die von 92 Erkrankten spricht.Dann bringt er aktuelle News, innerhalb 3 Wochen gab es 2084 Erkrantke. Und so weiter, irgendwie habe ich das Gefühl Sie haben nicht so richtig verstanden um was es da geht, oder?Und tolja auch noch als Kreml Blogger zu bezeichnen.... facepalm
	Stetschkin
	"Wie ich schon schrieb gibt es immer eine Grenze. Käme das Material, würden Sie den Nachweis seiner Echtheit fordern, etc."Lol, was? Er braucht nur ein Bild oder ein Video von sich zu zeigen das er bei den Meisterschaften war. Er meint ja er wäre dort mit mehreren Leuten, schätze wenigstens einer hat Bilder davon gemacht. Und was soll ich noch an nachweisen fordern, wenn man den Typen auf einen Bild sieht wie er dort irgendwo im Ring steht oder auf der Tribüne, ab da kann man nix mehr abstreiten, das wäre ein Beweis für ein wasserdichtes Alibi.
	Stetschkin
	Lol. Lenon darf ich Sie fragen: haben Sie sich das Video von tolja genau angesehen, und was noch viel wichtiger ist, haben Sie verstanden um was es ging ^^?
	Stetschkin
	"die quelle der aussage ist dort - wie absolut üblich - mit einer kleinen ziffer gekennzeichnet, und am ende des artikels verlinkt."
http://www.sonnenseite.co...
Das ist die Quelle worauf sich der Wikipedia Autor beruft.
Auf der seltsamen Webpage heißt es:
	Stetschkin
	"was spielen sie hier eigentlich für ein spiel?"Gerade eben? Mit nen Kumpel Schiffe versenken, online über Smartphones."stattdessen verlinken sie auf nachweisliche propaganda-seiten ohne jede quelle, versuchen, deren ursprung zu verschleiern"Ich habe Ihnen Quellen regelrecht um die Ohren gehauen, wie das Video mit tsarew, nachdem sie die Glaubwürdigkeit des Zitates aus lenta.ru für unglaubwürdig hielten. Und jetzt erzählen Sie ernsthaft ich würde den Ursprung meiner Quellen verschleiern? Der Hammer :D !!!!"bentzen verfälschte namens-schreibweisen ("tsarew" statt tsaryov, "payette" statt pyatt)
	Stetschkin
	Ah ja danke, hab damals von dieser Studie gelesen, ist aber schon ne zeit her.
	

	Was sind denn für Sie glaubhafte Quellen? Die BILD?
	Neiße Grenze
	Oh das hatte ich.
">>Unmittelbar nach dem Sieg des Maidan<< wurde der tatsächliche Besitzer der Waffe Piotr Barladin als Zeuge vorgeladen und das Gewehr wurden einer gerichtlichen ballistischen Untersuchung unterworfen."
- Also erst nach der Putsch. Sehr schön."Der Fall im Kiewer Petschersker Gericht ist gegenwärtig noch nicht abgeschlossen."
- Was dabei heraus gekommen? Würde interessieren, erwähnt StopFake leider nicht."Die angeblichen „Pashinski-Sniper“, wie der Beitrag beginnt, haben aber mit den Vorfällen auf den Maidan wenig zu tun, da die gefundene Waffe definitiv nicht im Zusammenhang mit den Schüssen auf dem Maidan steht."
- Einen Beweis dafür liefert StopFake leider nicht... wie schade."„Ukraine: Snipers target police in Independence Square„ hochgeladen. In den Kommentaren unter dem Video weisen Nutzer aber darauf zurecht darauf hin, dass diese Menschen kaum Scharfschützen genannt werden können, weil ihre Waffen Luftgewehre und Glock-Pistole mit Gummikugeln sind."
- Und wider, wo ist der Beweis dafür das es ein Luftgewehr und eine Gummikugel Pistole sein soll? Man beruft sich auf die Kommentatoren aus Youtube. Sehr glaubwürdig.
	Stetschkin
	Zusatz hauptsächlich zu "Westukraine" - siehe wikipedia "Geschichte der Ukraine" Währen des 1.Weltkriegs unterstützte das Deutsche Reich die Separationsbemühungen als Kriegsmittel zur Schwächung Rußlands.
	kallipolis
	da weiter: "Unter anderem wurden dazu 50.000(!) ukrainische Kriegsgefangene in Geschichte ausgebildet." weiter in wikipedia "Obschln Hitler die Ukrainer wie alle Slawen als Untermenschen betrachtete, gründete diese die OUN Organisation Ukrainischer Nationalisten als gleichberechtigte Verbündete Hitlers(!). Die Anführer der OUN wurden dennoch sämtliche in die KZ Ravensbrück und Sachsenhausen verbracht." - Dies erklärt nicht die gesamte Geschichte der Ukraine. Es macht aber schon nachdenklich. Auch bezüglich so manch heutiger Heftigkeit in der Westukraine. Also Ukraine - da ist nicht immer die gesamte Ukraine drinn, wenn Ukraine draufsteht!
	kallipolis
	Was für Euromaidan-Revolution? Es war ein brutaler Regimechange nach dem alten bekannten Muster mit Drehbuch und Regie der wertewestlichen Realpolitik.
	antiservil


	"Die Euromaidan-Revolution oder die Revolution der Würde, wie der Volksaufstand in der Ukraine im Winter 2013 und 2014 auch genannt wird, kostete 127 Menschen das Leben."Das Ganze begann mit Euromaidan als Manifest der Assoziierung mit der EU und endete mit Krawallen und Blutvergiessen: Unter den 127 Getöteten gibt es Polizisten und Antimaidan-Aktivisten.Revolution der Würde ist Ablenkung für gescheiterte Erwartungen der Ukrainer. 5 Jahre sind hin. 10 Mio Ukrainer sind weg aus demLand auf der Suche nach besserem Leben.


	Fremdhier
	"Die Krim war Unrecht geschichtlichen Ausmaßes"In welcher Kategorie rangiert bei Ihnen die Annexion des Kosovo, Unfall der Geschichte?


	Mutti ihr Sohn


	Die Krim hat ein Referendum zur Unabhängigkeit abgehalten und entsprechen der Ergebnisse ihre Unabhängigkeit erklärt.Das ist ein Bruch der ukrainischen Verfassung, die von den Putschisten in Kiew so wieso außer Kraft gesetzt wurde und die Russland nicht bindet.Nun bittet die Krim als unabhängiger Staat um die Aufnahme in die Russische Föderation und Russland stimmt zu.Wie amerikanische Juristen vor dem IGH ausführten, die Region muss bei einer geplanten Sezession die Zentrale nicht um Erlaubnis fragen!Da ging es aber um die ob die Nato den Kosovo annektieren und die Albaner die Unabhängigkeit erklären dürfen!
	Mutti ihr Sohn


	Dann haben 18.000 russische Soldaten die ukrainische Armee in Schach gehalten und nach Feierabend zwei Millionen Bewohner der Krim zu Wahlurne getrieben!Die grassierend Angst konnte man bei den Müttern sehen die ihre Kinder mit den Soldaten fotographiert haben!
	Mutti ihr Sohn


	Dann verraten Sie mir welche Bestimmungen des Völkerrechts die Russen gebrochen haben?
	Mutti ihr Sohn


	Nochmal: eine Annexion ist eine Einverleibung von einem Gebiet. Der Annexion geht in der Regel die Okkupation voraus.Wenn Sie nicht mal Annexion, Okkupation oder Sezession auseinanderhalten können, ist es sinnlos Ihnen weiterhin zu antworten. Schliessen Sie doch bitte die Tür wenn Sie gehen, danke.


	DingoEurope


	die Krim war die erste Völkerechstverletzung Russlands seit dem Zusammenbruch der UDSSR , vergessen haben Sie den Balkanfeldzug der Nato und den Krieg gegen den Irak und Afganistan oder waren die durch das Völkerrecht gedeckt .Der Krieg ist eine bloße Fortsetzung der Politik mit anderen Mitteln da hatte Clausewitz schon recht und daran wird sich nichts ändern , im Westen nicht und auch nicht im Osten
	LABIENUS
	USA. Aus Kosova haben sie sich nur ein Stück Land für eine Militärbasis Bondsteel genommen, und den Rest des Landes übergaben sie der EU für Vollverpflegung.
	lubat
	Souveränität wird überschätzt. "Wir" überfallen doch ständig souveräne Staaten, und scheren uns auch wenig um deren Souveränität. So whatWir leben doch schon längst im Dschungel internationaler Beziehungen. Da kommt es auf ein paar Staaten denen die Souveränität anderer Staaten egal ist auch nicht mehr an. Der Sündenfall, daß man sich nicht an die UNO orientiert bei solchen Verletzungen war der Jugoslawien-Krieg. Genau zu dem Zeitpunkt ist die post-WW2 Weltordung zu Grabe getragen worden.Deal with it.
	Shibboleth
	Hätten die Russen die Ukraine "überfallen", wäre das etwas anders abgelaufen. Einige hundert Soldaten auf einige kleine Teile im Vergleich zur gesamten Ukraine machen noch keine Invasion. Spätestens seit Bismarckszeiten sollten wir wissen wie vereinend ein gemeinsamer Feind sein kann. Vermutlich wird er demnächst einen finden müssen.
	Bohrhammer
	Was ist eine Annexion? Eine Annexion ist eine gewaltsame Besetzung eines fremden Landes, mit der gleichzeitigen Unterdrückung der dort lebenden Bevölkerung! Die dort lebernden Menschen wollten nicht unter dem Joch einer Putschregierung leben! So einfach ist es und deshalb haben sie sich für Russland entschieden. Ansonsten wäre es ihnen ergangen wie den Menschen in der Ostukraine!
	Roboter7
	Es bringt ja auch nichts, immer von einer Annexion der Krim zu faseln, wenn es ein Beitritt war und keine Annexion. Oder war der Beitritt der DDR zur Bundesrepublik (nach Wahlen, bei der massiv von eben jener Bundesrepublik - sagen wir es mal freundlich - finanziell den Beitrittsparteien unter die Arme gegriffen und "logistische" Hilfe geleistet wurde) etwa auch eine Annexion.Sie greifen sich eine herbeiphantasiertes Merkmal heraus, um dann auf Russland zu zeigen "Pfui, die waren die ersten!!" - und all die anderen Rechtsbrüche und Einmischungen davor werden einfach unter den Tisch gekehrt. Das nennt man Doppelmoral. Fakt ist, die NATO hat erstmals seit dem Ende des Kalten Krieges ein souveränes Land illegal überfallen und die Grenzen gewaltsam geändert!!!
	Rurik
	"Gut, dann wissen wir ja jetzt, dass es keine Annexion des Kosovo gab und entsprechende Kommentare nichts anderes als Lügen sind." Wir wissen auch, dass es keine Annexion der Krim gab, solange der IGH diese nicht festgestellt hat, und dass entsprechende Kommentare schlicht Propaganda sind. Hätte Russland sich die Krim ohne Referendum oder unter Missachtung des Ergebnisses des Referendums einverleibt, dann wäre das Urteil des IGH vorhersehbar. Da die große Mehrheit der Krimbewohner allerdings - nicht nur aufgrund des Putschs in Kiew sondern auch aufgrund aller früherer Wahlergebnisse durchaus vorhersehbar - für eine Abspaltung der Krim von der Ukraine gestimmt hat, bevor der Anschluss an Russland in die Wege geleitet wurde, lässt sich der gesamte Vorgang genausogut als völkerrechtskonforme Sezession deuten. Dass Russland durch den Einsatz von Soldaten auf der Krim das Völkerrecht verletzt hat, steht außer Frage, aber das allein ist eben keine hinreichende Bedingung für eine Annexion. Davon abgesehen heißt der Weltmeister im Verletzen des Völkerrechts nicht Russland.
